ID|LABEL|POLICY_ID|CLAIMANT_ID|ATTORNEY_ID|AMOUNT|CLAIM_DATE|CAPITAL_GAINS|CAPITAL_LOSS|WITNESSES
D_4208.1|claim|Q_42.49|C_3400|X_28|849.78|2021-11-06|433.99|407.75|0
D_4208.2|claim|Q_42.49|C_3900|X_24|908.66|2022-02-08|44.94|721.55|1
D_4208.3|claim|Q_42.49|C_3500|X_2|167.01|2021-10-03|71.65|286.16|1
D_4209.0|claim|Q_42.50|C_3500|X_16|150.39|2022-02-03|744.49|116.0|1
D_4209.1|claim|Q_42.50|C_3000|X_22|991.71|2021-11-08|112.31|807.21|2
D_4210.0|claim|Q_42.51|C_4600|X_39|485.18|2021-05-17|858.82|256.47|0
D_4210.1|claim|Q_42.51|C_1100|X_18|716.42|2021-11-01|719.79|897.31|5
D_4210.2|claim|Q_42.51|C_3400|X_8|998.59|2021-10-30|345.07|393.66|4
D_4210.3|claim|Q_42.51|C_900|X_3|432.92|2021-11-11|947.07|71.05|4
D_4210.4|claim|Q_42.51|C_3700|X_34|560.03|2021-10-11|54.39|308.37|3
D_4211.0|claim|Q_42.52|C_5000|X_40|991.3|2022-04-07|326.23|208.26|0
D_4211.1|claim|Q_42.52|C_300|X_35|108.65|2021-02-01|905.81|443.89|5
D_4211.2|claim|Q_42.52|C_3900|X_49|998.44|2021-05-16|66.35|762.2|0
D_4211.3|claim|Q_42.52|C_1300|X_39|266.36|2021-12-11|222.58|807.97|3
D_4212.0|claim|Q_42.53|C_4900|X_27|356.9|2021-09-15|750.54|329.57|5
D_4212.1|claim|Q_42.53|C_2000|X_26|661.99|2021-04-10|648.9|549.29|5
D_4213.0|claim|Q_42.54|C_2300|X_9|815.25|2021-03-31|117.59|774.38|3
D_4214.0|claim|Q_42.55|C_4600|X_17|396.41|2022-01-21|568.12|213.93|2
D_4214.1|claim|Q_42.55|C_1800|X_17|906.31|2021-09-06|96.81|109.83|0
D_4214.2|claim|Q_42.55|C_4000|X_39|581.89|2021-09-28|686.98|623.96|0
D_4215.0|claim|Q_42.56|C_3500|X_42|712.43|2022-04-17|726.66|157.76|1
D_4215.1|claim|Q_42.56|C_1300|X_40|888.13|2021-07-16|212.85|920.38|4
D_4215.2|claim|Q_42.56|C_3500|X_24|919.98|2021-04-28|457.23|789.21|1
D_4215.3|claim|Q_42.56|C_3100|X_34|523.13|2021-10-22|872.34|192.95|2
D_4216.0|claim|Q_42.57|C_1300|X_0|246.22|2021-11-23|13.02|247.18|0
D_4216.1|claim|Q_42.57|C_2600|X_26|251.8|2021-08-18|905.86|181.53|3
D_4216.2|claim|Q_42.57|C_4700|X_43|814.2|2021-02-13|184.76|898.3|3
D_4216.3|claim|Q_42.57|C_3000|X_42|145.4|2021-10-10|82.79|973.2|3
D_4217.0|claim|Q_42.58|C_3300|X_15|683.42|2021-11-02|167.54|422.28|2
D_4217.1|claim|Q_42.58|C_4000|X_15|271.46|2021-08-28|616.18|363.42|5
D_4217.2|claim|Q_42.58|C_1700|X_16|168.86|2021-02-11|859.74|186.03|3
D_4218.0|claim|Q_42.59|C_3300|X_41|249.25|2022-04-16|883.76|416.06|4
D_4218.1|claim|Q_42.59|C_3600|X_40|560.65|2021-10-07|334.13|850.63|0
D_4220.0|claim|Q_42.61|C_3700|X_13|242.19|2021-11-27|394.79|308.37|0
D_4221.0|claim|Q_42.62|C_200|X_15|524.02|2022-04-19|202.91|119.18|2
D_4223.0|claim|Q_42.64|C_600|X_15|516.78|2021-04-26|127.95|294.95|0
D_4223.1|claim|Q_42.64|C_200|X_40|859.48|2021-10-10|778.19|132.77|4
D_4223.2|claim|Q_42.64|C_4700|X_42|683.43|2021-02-10|610.06|439.96|3
D_4223.3|claim|Q_42.64|C_4400|X_14|332.03|2021-09-30|187.29|352.32|0
D_4223.4|claim|Q_42.64|C_4300|X_39|684.22|2021-11-27|93.79|938.12|2
D_4224.0|claim|Q_42.65|C_2000|X_28|349.55|2021-05-02|301.8|453.77|2
D_4224.1|claim|Q_42.65|C_1000|X_18|171.72|2021-08-27|464.24|178.13|1
D_4224.2|claim|Q_42.65|C_3800|X_42|665.11|2021-05-27|96.9|289.07|5
D_4224.3|claim|Q_42.65|C_4600|X_5|100.4|2021-04-22|171.04|825.02|3
D_4224.4|claim|Q_42.65|C_4000|X_29|592.98|2021-08-18|57.58|349.98|5
D_4225.0|claim|Q_42.66|C_2900|X_19|651.42|2021-11-30|168.99|740.59|1
D_4226.0|claim|Q_42.67|C_2300|X_21|304.33|2022-03-06|317.95|766.42|0
D_4226.1|claim|Q_42.67|C_2300|X_7|323.75|2021-12-04|801.51|751.05|4
D_4226.2|claim|Q_42.67|C_3700|X_34|835.56|2021-12-28|354.43|430.26|5
D_4226.3|claim|Q_42.67|C_1100|X_48|823.82|2021-11-10|863.02|916.99|0
D_4226.4|claim|Q_42.67|C_3600|X_2|698.75|2021-07-01|87.56|712.1|1
D_4227.0|claim|Q_42.68|C_2300|X_14|801.59|2021-11-29|45.26|555.23|2
D_4227.1|claim|Q_42.68|C_3300|X_50|138.93|2021-02-27|136.7|794.89|5
D_4228.0|claim|Q_42.69|C_500|X_15|177.11|2021-05-01|694.44|88.02|1
D_4228.1|claim|Q_42.69|C_4400|X_49|144.55|2021-03-24|685.54|849.13|1
D_4228.2|claim|Q_42.69|C_2400|X_37|737.11|2021-09-13|998.12|516.58|5
D_4229.0|claim|Q_42.70|C_3200|X_10|757.72|2021-05-26|194.26|585.28|0
D_4229.1|claim|Q_42.70|C_2400|X_35|340.15|2022-02-03|330.57|739.54|5
D_4229.2|claim|Q_42.70|C_2500|X_31|351.99|2021-08-11|799.09|163.07|0
D_4229.3|claim|Q_42.70|C_4800|X_1|702.67|2022-02-16|161.17|777.77|4
D_4229.4|claim|Q_42.70|C_2800|X_29|540.58|2022-03-04|514.64|13.09|0
D_4230.0|claim|Q_42.71|C_1600|X_29|614.93|2021-09-09|441.41|316.42|4
D_4231.0|claim|Q_42.72|C_1000|X_35|862.41|2021-08-16|594.65|877.3|5
D_4232.0|claim|Q_42.73|C_2500|X_38|446.93|2021-05-30|173.64|566.02|3
D_4232.1|claim|Q_42.73|C_100|X_25|891.16|2021-10-12|231.63|850.33|4
D_4232.2|claim|Q_42.73|C_500|X_20|214.28|2021-02-17|573.79|884.75|0
D_4232.3|claim|Q_42.73|C_1700|X_31|651.99|2022-04-14|784.98|553.56|2
D_4232.4|claim|Q_42.73|C_1900|X_33|440.21|2021-11-06|116.85|98.58|1
D_4233.0|claim|Q_42.74|C_3200|X_14|973.26|2021-12-09|127.69|272.85|1
D_4233.1|claim|Q_42.74|C_1000|X_12|398.37|2021-01-04|735.48|440.59|4
D_4233.2|claim|Q_42.74|C_2800|X_23|756.76|2021-09-16|452.0|471.24|1
D_4233.3|claim|Q_42.74|C_500|X_30|672.06|2022-03-28|56.92|672.82|4
D_4233.4|claim|Q_42.74|C_4300|X_4|181.87|2021-09-15|377.14|967.76|4
D_4234.0|claim|Q_42.75|C_3800|X_7|562.25|2021-06-06|245.85|959.02|2
D_4234.1|claim|Q_42.75|C_2000|X_10|395.53|2022-02-23|496.28|159.21|5
D_4235.0|claim|Q_42.76|C_1600|X_0|471.75|2021-12-28|63.01|296.62|5
D_4235.1|claim|Q_42.76|C_5000|X_47|782.53|2021-11-15|963.11|886.86|3
D_4235.2|claim|Q_42.76|C_500|X_26|305.05|2022-03-03|975.0|560.4|0
D_4236.0|claim|Q_42.77|C_1600|X_40|227.17|2021-07-07|56.54|490.45|0
D_4236.1|claim|Q_42.77|C_1500|X_34|165.11|2021-10-05|634.02|591.3|0
D_4239.0|claim|Q_42.80|C_3400|X_43|857.54|2021-11-30|717.66|387.78|5
D_4239.1|claim|Q_42.80|C_700|X_50|942.16|2021-09-12|300.4|173.78|1
D_4239.2|claim|Q_42.80|C_2100|X_2|995.63|2021-05-01|252.16|812.68|0
D_4239.3|claim|Q_42.80|C_1100|X_24|984.46|2021-10-17|269.72|402.44|5
D_4240.0|claim|Q_42.81|C_400|X_26|297.53|2021-05-05|275.26|444.47|0
D_4240.1|claim|Q_42.81|C_3400|X_11|894.03|2022-01-22|609.55|763.29|3
D_4241.0|claim|Q_42.82|C_4300|X_29|436.55|2021-01-04|184.54|28.64|4
D_4241.1|claim|Q_42.82|C_1600|X_12|162.17|2021-09-10|752.89|789.58|3
D_4242.0|claim|Q_42.83|C_4400|X_18|996.34|2021-05-07|244.2|513.19|2
D_4242.1|claim|Q_42.83|C_4500|X_11|141.85|2021-05-17|722.62|806.16|0
D_4242.2|claim|Q_42.83|C_2700|X_10|620.93|2021-02-17|136.95|683.48|4
D_4242.3|claim|Q_42.83|C_1000|X_24|121.69|2021-04-25|544.15|653.18|0
D_4243.0|claim|Q_42.84|C_1200|X_26|455.79|2021-08-24|399.25|645.33|1
D_4243.1|claim|Q_42.84|C_2700|X_24|412.65|2021-02-15|821.55|871.14|5
D_4243.2|claim|Q_42.84|C_3000|X_41|450.91|2021-03-20|8.29|782.31|5
D_4243.3|claim|Q_42.84|C_3100|X_16|163.85|2021-11-03|257.19|313.51|4
D_4243.4|claim|Q_42.84|C_3100|X_19|554.99|2021-07-07|333.86|51.44|4
D_4244.0|claim|Q_42.85|C_2500|X_31|209.47|2022-03-21|735.33|405.36|1
D_4244.1|claim|Q_42.85|C_3800|X_45|319.21|2021-03-04|676.06|534.43|4
D_4244.2|claim|Q_42.85|C_3300|X_6|124.56|2022-02-12|746.84|346.85|0
D_4245.0|claim|Q_42.86|C_4400|X_22|603.19|2021-06-05|608.07|24.98|4
D_4245.1|claim|Q_42.86|C_3800|X_40|521.84|2021-12-29|929.87|576.2|3
D_4245.2|claim|Q_42.86|C_4500|X_4|626.1|2021-09-09|151.0|151.83|3
D_4246.0|claim|Q_42.87|C_3400|X_50|546.7|2021-04-19|383.56|149.29|5
D_4246.1|claim|Q_42.87|C_200|X_45|895.07|2021-02-04|101.87|391.57|4
D_4247.0|claim|Q_42.88|C_1400|X_31|638.92|2021-01-10|677.48|488.7|3
D_4248.0|claim|Q_42.89|C_3400|X_24|278.36|2021-04-22|578.79|640.83|4
D_4248.1|claim|Q_42.89|C_4000|X_17|198.3|2021-02-03|314.92|805.15|5
D_4249.0|claim|Q_42.90|C_4700|X_31|789.94|2021-05-24|505.99|808.84|4
D_4249.1|claim|Q_42.90|C_1900|X_18|945.89|2021-02-20|687.46|664.5|4
D_4250.0|claim|Q_42.91|C_2900|X_28|899.89|2022-04-25|230.01|157.81|4
D_4250.1|claim|Q_42.91|C_1000|X_16|393.83|2021-12-24|144.63|87.33|3
D_4250.2|claim|Q_42.91|C_4100|X_45|424.96|2021-02-13|674.35|354.17|2
D_4250.3|claim|Q_42.91|C_1500|X_29|993.77|2021-06-12|71.69|937.52|5
D_4250.4|claim|Q_42.91|C_4200|X_10|909.21|2021-01-31|239.57|763.8|4
D_4251.0|claim|Q_42.92|C_300|X_46|432.93|2021-09-26|370.25|854.63|2
D_4252.0|claim|Q_42.93|C_4900|X_30|903.55|2021-09-30|511.96|245.54|1
D_4252.1|claim|Q_42.93|C_3000|X_0|500.69|2022-04-27|60.89|674.77|0
D_4252.2|claim|Q_42.93|C_1300|X_14|177.63|2021-01-23|981.7|582.66|4
D_4252.3|claim|Q_42.93|C_4300|X_22|264.09|2022-02-01|779.92|452.92|5
D_4253.0|claim|Q_42.94|C_2200|X_31|940.22|2021-12-01|765.01|993.55|1
D_4253.1|claim|Q_42.94|C_0|X_39|470.5|2022-04-06|739.48|136.51|3
D_4253.2|claim|Q_42.94|C_300|X_17|599.22|2021-02-24|383.71|883.2|0
D_4254.0|claim|Q_42.95|C_2600|X_35|422.48|2021-04-23|552.03|505.67|5
D_4255.0|claim|Q_42.96|C_4100|X_18|735.65|2021-02-07|347.34|402.06|3
D_4255.1|claim|Q_42.96|C_4600|X_5|100.94|2021-12-03|585.63|388.16|0
D_4255.2|claim|Q_42.96|C_4300|X_26|938.33|2021-09-26|629.71|655.05|0
D_4255.3|claim|Q_42.96|C_600|X_48|495.02|2021-03-26|432.85|335.07|0
D_4256.0|claim|Q_42.97|C_300|X_13|384.54|2021-12-01|40.4|270.45|3
D_4256.1|claim|Q_42.97|C_2700|X_46|837.0|2021-12-10|887.85|261.5|5
D_4258.0|claim|Q_42.99|C_4700|X_44|424.58|2021-05-30|702.66|164.48|3
D_4258.1|claim|Q_42.99|C_4900|X_31|580.25|2021-03-25|475.88|635.82|3
D_4258.2|claim|Q_42.99|C_4700|X_28|600.5|2021-03-03|923.95|978.84|2
D_4259.0|claim|Q_43.1|C_4000|X_23|804.91|2021-04-25|136.25|638.34|1
D_4260.0|claim|Q_43.2|C_3300|X_40|336.53|2021-04-25|743.16|780.31|2
D_4261.0|claim|Q_43.3|C_3800|X_25|772.1|2021-02-27|350.5|749.82|0
D_4261.1|claim|Q_43.3|C_2300|X_0|778.82|2022-04-25|529.48|611.55|3
D_4262.0|claim|Q_43.4|C_1400|X_5|841.58|2021-02-08|952.38|791.18|0
D_4263.0|claim|Q_43.5|C_500|X_47|113.38|2021-03-26|913.28|316.88|2
D_4263.1|claim|Q_43.5|C_1900|X_35|691.28|2021-11-27|783.64|682.55|1
D_4263.2|claim|Q_43.5|C_1300|X_12|731.57|2021-01-05|834.09|169.33|1
D_4264.0|claim|Q_43.6|C_1300|X_20|314.19|2021-06-19|559.88|839.29|0
D_4264.1|claim|Q_43.6|C_1200|X_3|282.24|2021-08-24|547.24|646.78|2
D_4264.2|claim|Q_43.6|C_3300|X_11|611.3|2022-03-16|259.62|685.7|1
D_4264.3|claim|Q_43.6|C_4100|X_11|314.07|2021-10-09|902.26|739.34|2
D_4265.0|claim|Q_43.7|C_2900|X_6|348.85|2021-01-01|3.31|758.66|1
D_4265.1|claim|Q_43.7|C_4200|X_39|166.88|2021-10-17|865.51|111.79|2
D_4265.2|claim|Q_43.7|C_3600|X_29|692.63|2021-10-05|226.38|291.84|5
D_4265.3|claim|Q_43.7|C_1000|X_38|319.47|2021-04-04|359.45|476.77|1
D_4265.4|claim|Q_43.7|C_2400|X_8|803.72|2021-01-06|9.82|93.34|2
D_4266.0|claim|Q_43.8|C_4200|X_4|173.79|2021-11-05|727.04|186.29|3
D_4266.1|claim|Q_43.8|C_1700|X_41|479.43|2021-06-07|936.41|868.82|2
D_4267.0|claim|Q_43.9|C_3700|X_44|492.78|2021-04-14|414.03|343.97|2
D_4267.1|claim|Q_43.9|C_4400|X_7|364.55|2021-12-06|852.09|904.69|5
D_4268.0|claim|Q_43.10|C_500|X_23|136.91|2021-03-15|65.15|9.04|2
D_4268.1|claim|Q_43.10|C_4200|X_30|408.92|2021-01-28|386.31|541.79|0
D_4268.2|claim|Q_43.10|C_3500|X_28|910.65|2022-04-18|81.41|930.11|2
D_4268.3|claim|Q_43.10|C_1400|X_36|269.86|2021-09-06|642.49|507.25|2
D_4269.0|claim|Q_43.11|C_2700|X_8|387.99|2021-09-24|774.88|568.73|2
D_4269.1|claim|Q_43.11|C_4200|X_11|912.53|2021-04-16|705.39|168.23|5
D_4270.0|claim|Q_43.12|C_2000|X_34|289.49|2021-09-02|198.96|448.84|2
D_4272.0|claim|Q_43.14|C_4800|X_15|441.64|2021-12-13|160.87|823.32|0
D_4272.1|claim|Q_43.14|C_2200|X_1|203.17|2021-10-01|133.84|788.65|3
D_4272.2|claim|Q_43.14|C_3800|X_23|720.76|2021-11-04|401.74|699.74|5
D_4272.3|claim|Q_43.14|C_4800|X_17|111.83|2021-11-29|378.42|159.16|2
D_4272.4|claim|Q_43.14|C_2000|X_9|883.5|2022-02-06|19.75|920.91|1
D_4274.0|claim|Q_43.16|C_900|X_24|309.6|2021-04-01|413.6|783.07|0
D_4274.1|claim|Q_43.16|C_600|X_10|920.42|2021-01-17|833.68|114.61|1
D_4275.0|claim|Q_43.17|C_4600|X_24|917.61|2022-04-02|112.29|806.15|5
D_4275.1|claim|Q_43.17|C_4100|X_38|486.23|2022-01-25|654.62|550.38|1
D_4275.2|claim|Q_43.17|C_2300|X_38|333.21|2021-05-23|509.28|699.6|5
D_4275.3|claim|Q_43.17|C_600|X_33|410.06|2022-01-16|421.52|920.1|1
D_4275.4|claim|Q_43.17|C_4600|X_23|328.91|2021-09-22|655.56|195.38|5
D_4276.0|claim|Q_43.18|C_1100|X_23|140.21|2021-12-17|937.23|137.66|0
D_4276.1|claim|Q_43.18|C_2100|X_3|685.82|2021-05-07|828.25|209.4|1
D_4276.2|claim|Q_43.18|C_1800|X_32|787.01|2021-03-17|461.29|34.6|0
D_4276.3|claim|Q_43.18|C_1000|X_48|360.88|2021-10-16|553.15|422.21|0
D_4278.0|claim|Q_43.20|C_3000|X_8|472.91|2021-11-22|51.64|902.54|2
D_4278.1|claim|Q_43.20|C_1100|X_40|178.13|2022-03-13|407.43|162.57|3
D_4279.0|claim|Q_43.21|C_1800|X_36|352.12|2021-01-02|685.12|96.63|5
D_4279.1|claim|Q_43.21|C_3100|X_18|784.63|2021-11-19|951.75|403.09|3
D_4279.2|claim|Q_43.21|C_4700|X_23|406.69|2022-04-29|666.34|258.79|4
D_4279.3|claim|Q_43.21|C_3900|X_29|971.29|2022-04-07|474.93|666.6|2
D_4280.0|claim|Q_43.22|C_100|X_26|648.17|2021-03-25|437.18|987.26|3
D_4280.1|claim|Q_43.22|C_3400|X_25|251.39|2021-09-28|277.94|657.1|2
D_4280.2|claim|Q_43.22|C_4800|X_32|122.81|2021-09-28|552.59|472.35|1
D_4281.0|claim|Q_43.23|C_3800|X_45|522.2|2021-10-30|275.53|431.34|1
D_4281.1|claim|Q_43.23|C_1800|X_19|554.93|2021-06-02|270.42|564.5|4
D_4281.2|claim|Q_43.23|C_2400|X_48|970.31|2022-03-17|400.63|348.71|4
D_4282.0|claim|Q_43.24|C_2600|X_16|193.85|2021-05-20|862.8|752.57|5
D_4282.1|claim|Q_43.24|C_2200|X_26|158.4|2021-05-19|126.48|697.99|4
D_4282.2|claim|Q_43.24|C_1000|X_26|966.02|2021-11-24|169.62|295.51|1
D_4282.3|claim|Q_43.24|C_900|X_0|464.75|2021-06-16|251.34|856.6|3
D_4282.4|claim|Q_43.24|C_3200|X_19|385.63|2021-06-29|569.88|780.19|2
D_4283.0|claim|Q_43.25|C_1600|X_16|610.36|2021-09-11|203.73|189.18|3
D_4283.1|claim|Q_43.25|C_200|X_42|553.97|2022-04-23|309.35|768.29|5
D_4283.2|claim|Q_43.25|C_3200|X_10|508.06|2021-02-01|400.65|932.72|4
D_4283.3|claim|Q_43.25|C_700|X_13|350.34|2022-02-09|845.43|548.34|2
D_4283.4|claim|Q_43.25|C_1500|X_31|141.96|2021-04-14|365.46|994.31|0
D_4284.0|claim|Q_43.26|C_3800|X_32|473.45|2021-12-28|50.73|149.56|3
D_4284.1|claim|Q_43.26|C_1800|X_42|545.47|2022-01-18|489.08|298.38|4
D_4284.2|claim|Q_43.26|C_3800|X_22|916.66|2021-01-28|643.06|586.84|4
D_4284.3|claim|Q_43.26|C_1600|X_30|761.49|2022-01-07|537.33|216.48|3
D_4284.4|claim|Q_43.26|C_900|X_20|791.81|2021-02-18|484.11|814.68|1
D_4285.0|claim|Q_43.27|C_2200|X_21|408.13|2021-04-15|464.96|382.67|1
D_4286.0|claim|Q_43.28|C_4100|X_24|851.3|2021-01-21|734.03|456.68|5
D_4287.0|claim|Q_43.29|C_4700|X_25|864.94|2022-04-22|713.29|212.39|3
D_4287.1|claim|Q_43.29|C_3500|X_47|116.6|2021-10-26|108.24|182.7|1
D_4287.2|claim|Q_43.29|C_2800|X_18|564.98|2021-10-18|878.45|587.32|2
D_4287.3|claim|Q_43.29|C_300|X_12|757.56|2022-02-02|130.44|370.59|1
D_4288.0|claim|Q_43.30|C_0|X_25|988.87|2022-02-02|252.98|232.5|5
D_4288.1|claim|Q_43.30|C_700|X_26|812.3|2021-02-06|925.26|636.25|0
D_4290.0|claim|Q_43.32|C_300|X_14|508.82|2021-04-08|490.65|113.08|5
D_4292.0|claim|Q_43.34|C_3400|X_45|209.17|2021-12-23|738.97|763.99|1
D_4292.1|claim|Q_43.34|C_4600|X_5|564.83|2021-03-11|755.17|107.52|2
D_4292.2|claim|Q_43.34|C_4400|X_35|564.46|2022-01-08|140.48|228.51|4
D_4292.3|claim|Q_43.34|C_4200|X_16|790.34|2021-06-30|909.99|119.54|3
D_4292.4|claim|Q_43.34|C_2800|X_4|574.15|2021-08-03|618.65|459.07|0
D_4293.0|claim|Q_43.35|C_2500|X_1|956.93|2021-12-23|430.66|244.41|2
D_4293.1|claim|Q_43.35|C_4600|X_4|777.23|2021-06-04|743.18|331.68|3
D_4293.2|claim|Q_43.35|C_4600|X_50|382.5|2021-05-30|422.77|195.43|0
D_4294.0|claim|Q_43.36|C_3800|X_21|340.89|2021-02-28|349.2|624.73|3
D_4294.1|claim|Q_43.36|C_3600|X_46|714.6|2021-06-28|322.69|714.82|4
D_4295.0|claim|Q_43.37|C_4100|X_12|803.56|2021-12-20|335.36|183.36|1
D_4295.1|claim|Q_43.37|C_1700|X_16|907.49|2021-05-13|675.62|234.57|0
D_4296.0|claim|Q_43.38|C_200|X_17|920.97|2021-10-30|903.83|91.84|3
D_4296.1|claim|Q_43.38|C_3800|X_15|835.96|2021-08-26|410.25|179.92|2
D_4296.2|claim|Q_43.38|C_4600|X_30|282.48|2021-11-17|712.78|916.27|1
D_4296.3|claim|Q_43.38|C_4400|X_19|770.52|2021-11-18|27.27|213.75|5
D_4297.0|claim|Q_43.39|C_3600|X_26|370.57|2021-07-18|409.24|205.85|0
D_4297.1|claim|Q_43.39|C_1000|X_27|367.15|2021-12-02|313.56|138.63|5
D_4299.0|claim|Q_43.41|C_1900|X_35|209.88|2022-03-08|870.75|960.61|4
D_4299.1|claim|Q_43.41|C_2800|X_13|741.65|2022-02-17|770.8|193.32|5
D_4299.2|claim|Q_43.41|C_2600|X_40|309.18|2021-09-20|954.76|561.77|1
D_4299.3|claim|Q_43.41|C_3000|X_42|626.93|2021-01-24|9.07|988.33|5
D_4301.0|claim|Q_43.43|C_4700|X_50|946.8|2021-08-13|340.81|747.27|0
D_4302.0|claim|Q_43.44|C_3200|X_11|391.31|2021-10-11|459.38|822.84|1
D_4302.1|claim|Q_43.44|C_4200|X_0|995.15|2021-06-08|217.87|775.93|5
D_4303.0|claim|Q_43.45|C_2800|X_9|743.67|2021-10-05|21.58|283.58|3
D_4303.1|claim|Q_43.45|C_4800|X_11|262.54|2021-11-28|516.31|509.22|4
D_4303.2|claim|Q_43.45|C_2200|X_25|743.77|2021-10-07|804.45|111.76|3
D_4303.3|claim|Q_43.45|C_2300|X_27|538.36|2021-08-08|894.77|157.91|1
D_4305.0|claim|Q_43.47|C_500|X_16|385.74|2021-04-20|983.66|257.46|1
D_4305.1|claim|Q_43.47|C_2500|X_19|878.2|2022-04-21|592.23|155.1|4
D_4306.0|claim|Q_43.48|C_300|X_4|421.95|2021-05-02|314.27|319.53|2
D_4306.1|claim|Q_43.48|C_4400|X_24|102.76|2021-09-02|309.36|434.54|3
D_4306.2|claim|Q_43.48|C_2100|X_32|323.53|2021-11-14|348.7|823.24|4
D_4306.3|claim|Q_43.48|C_1500|X_15|627.73|2021-09-13|360.12|798.41|4
D_4307.0|claim|Q_43.49|C_0|X_10|252.53|2021-07-09|351.66|125.7|1
D_4308.0|claim|Q_43.50|C_300|X_48|649.32|2021-05-22|131.73|176.11|3
D_4308.1|claim|Q_43.50|C_1100|X_36|442.77|2021-05-18|754.05|396.16|0
D_4310.0|claim|Q_43.52|C_1000|X_6|773.51|2021-06-30|63.59|605.73|2
D_4311.0|claim|Q_43.53|C_1600|X_37|369.03|2022-03-05|896.99|535.45|3
D_4311.1|claim|Q_43.53|C_2300|X_4|786.05|2021-05-28|126.42|483.87|4
D_4311.2|claim|Q_43.53|C_2400|X_11|883.93|2021-04-08|338.95|914.5|2
D_4311.3|claim|Q_43.53|C_4700|X_20|917.99|2022-03-02|235.66|149.35|3
D_4311.4|claim|Q_43.53|C_1700|X_14|410.97|2022-02-24|254.42|670.31|1
D_4313.0|claim|Q_43.55|C_100|X_20|147.24|2021-02-24|601.5|72.47|4
D_4313.1|claim|Q_43.55|C_500|X_14|207.29|2021-04-13|724.78|453.41|1
D_4313.2|claim|Q_43.55|C_1400|X_22|814.25|2021-10-26|720.15|676.58|5
D_4313.3|claim|Q_43.55|C_3800|X_9|729.88|2022-03-11|151.06|926.01|2
D_4314.0|claim|Q_43.56|C_2700|X_8|734.11|2021-12-20|219.56|210.05|0
D_4315.0|claim|Q_43.57|C_300|X_7|152.65|2021-05-26|289.77|487.49|1
D_4316.0|claim|Q_43.58|C_2100|X_32|920.8|2022-04-10|181.82|572.32|1
D_4316.1|claim|Q_43.58|C_3900|X_32|695.39|2021-02-20|811.88|814.92|4
D_4317.0|claim|Q_43.59|C_3100|X_37|552.63|2021-09-29|724.7|980.92|1
D_4317.1|claim|Q_43.59|C_2400|X_23|720.49|2021-08-28|156.41|437.03|5
D_4317.2|claim|Q_43.59|C_2500|X_8|297.39|2021-09-30|313.25|843.23|3
D_4317.3|claim|Q_43.59|C_2900|X_3|521.69|2021-01-08|930.97|784.56|4
D_4318.0|claim|Q_43.60|C_3500|X_8|321.23|2022-02-22|579.16|749.2|1
D_4318.1|claim|Q_43.60|C_2200|X_16|473.6|2021-08-09|90.4|86.66|3
D_4318.2|claim|Q_43.60|C_400|X_27|502.61|2021-03-18|457.88|369.16|4
D_4319.0|claim|Q_43.61|C_3300|X_45|472.69|2022-02-27|745.77|703.85|1
D_4319.1|claim|Q_43.61|C_3100|X_0|912.43|2021-06-04|412.04|102.15|5
D_4319.2|claim|Q_43.61|C_2400|X_45|612.78|2022-03-19|758.87|404.88|4
D_4319.3|claim|Q_43.61|C_4600|X_25|840.04|2021-12-05|298.9|143.83|3
D_4319.4|claim|Q_43.61|C_1500|X_29|150.23|2022-03-16|932.91|993.22|1
D_4320.0|claim|Q_43.62|C_4200|X_3|250.07|2021-11-28|139.63|529.01|4
D_4321.0|claim|Q_43.63|C_4900|X_33|562.09|2021-11-18|994.75|769.53|0
D_4321.1|claim|Q_43.63|C_2800|X_30|345.23|2021-10-06|135.88|80.36|1
D_4321.2|claim|Q_43.63|C_500|X_7|319.48|2021-04-18|228.26|424.14|1
D_4321.3|claim|Q_43.63|C_1300|X_35|990.64|2021-06-24|996.94|977.47|4
D_4321.4|claim|Q_43.63|C_4300|X_31|629.61|2022-04-11|525.37|291.82|5
D_4322.0|claim|Q_43.64|C_2100|X_46|428.0|2021-08-27|196.9|476.04|3
D_4322.1|claim|Q_43.64|C_3500|X_42|633.7|2021-05-16|864.51|229.02|2
D_4322.2|claim|Q_43.64|C_4400|X_2|614.19|2022-01-01|832.18|914.44|5
D_4322.3|claim|Q_43.64|C_300|X_30|154.71|2021-05-17|480.18|368.64|1
D_4324.0|claim|Q_43.66|C_3700|X_47|650.28|2021-09-29|458.27|829.23|1
D_4324.1|claim|Q_43.66|C_3700|X_22|533.42|2021-01-09|617.77|115.43|2
D_4324.2|claim|Q_43.66|C_2500|X_42|627.81|2021-03-03|125.17|930.53|4
D_4325.0|claim|Q_43.67|C_3200|X_29|421.28|2021-02-24|367.27|626.11|5
D_4326.0|claim|Q_43.68|C_1100|X_29|203.35|2021-03-31|52.06|611.73|3
D_4327.0|claim|Q_43.69|C_4600|X_24|167.39|2022-02-07|453.3|369.49|5
D_4329.0|claim|Q_43.71|C_600|X_12|414.21|2022-03-04|288.96|931.17|4
D_4329.1|claim|Q_43.71|C_2700|X_39|848.33|2022-04-17|123.87|499.37|2
D_4330.0|claim|Q_43.72|C_5000|X_18|592.64|2021-02-04|34.85|340.48|1
