ID|LABEL|POLICY_NUMBER|POLICY_BIND_DATE|POLICY_STATE|POLICY_CSL|POLICY_DEDUCTABLE|POLICY_ANNUAL_PREMIUM|UMBRELLA_LIMIT|AUTO_MAKE|AUTO_YEAR|AGENT_ID|CLAIM_ID
Q_37.49|policy|Q_37.49|2021-01-17|PA|305.73|87.2|208.91|2215517.26|audi|2002|A_37|
Q_37.50|policy|Q_37.50|2021-07-09|DE|419.92|27.29|977.4|6040854.06|volvo|1984|A_37|
Q_37.51|policy|Q_37.51|2021-10-06|KY|560.37|64.53|149.32|4193154.43|audi|1986|A_37|
Q_37.52|policy|Q_37.52|2021-12-03|CT|988.66|66.37|975.85|4822483.11|canoo|1986|A_37|
Q_37.53|policy|Q_37.53|2021-11-02|MN|705.8|46.96|326.61|4939638.76|porsche|2021|A_37|
Q_37.54|policy|Q_37.54|2021-03-21|PA|912.31|27.03|314.46|2492723.25|canoo|2000|A_37|
Q_37.55|policy|Q_37.55|2021-04-01|CO|506.63|82.97|700.04|9011644.93|audi|1999|A_37|
Q_37.56|policy|Q_37.56|2021-03-31|NV|398.88|74.11|882.1|406981.14|jeep|1980|A_37|
Q_37.57|policy|Q_37.57|2022-03-02|OH|319.88|25.83|515.27|326005.48|canoo|2003|A_37|
Q_37.58|policy|Q_37.58|2021-11-28|MD|113.28|31.06|216.47|2349494.47|chevy|1975|A_37|
Q_37.59|policy|Q_37.59|2021-12-13|ND|854.4|32.08|930.3|3083378.45|porsche|2007|A_37|
Q_37.60|policy|Q_37.60|2021-01-25|GA|715.39|44.82|124.85|924014.38|ford|1999|A_37|
Q_37.61|policy|Q_37.61|2022-01-12|PA|253.46|41.19|822.14|2762375.17|ford|2002|A_37|
Q_37.62|policy|Q_37.62|2021-06-15|UT|192.05|55.65|355.44|1048402.78|audi|1997|A_37|
Q_37.63|policy|Q_37.63|2021-11-05|KS|341.42|63.19|277.21|6943293.64|chevy|2004|A_37|
Q_37.64|policy|Q_37.64|2022-04-15|WV|543.62|21.64|563.17|7148876.11|chevy|1980|A_37|
Q_37.65|policy|Q_37.65|2022-03-15|ME|988.38|66.38|929.41|6990114.03|audi|1985|A_37|
Q_37.66|policy|Q_37.66|2021-01-20|WA|429.46|59.38|118.17|9701046.86|audi|1973|A_37|
Q_37.67|policy|Q_37.67|2021-06-08|MN|985.17|14.46|632.4|1484130.57|rivian|2004|A_37|
Q_37.68|policy|Q_37.68|2022-03-07|MN|512.42|87.92|751.54|6658315.1|rivian|1985|A_37|
Q_37.69|policy|Q_37.69|2021-02-21|MA|646.32|14.19|159.36|1113720.95|volvo|1970|A_37|
Q_37.70|policy|Q_37.70|2022-01-08|OK|568.18|16.11|340.01|5778215.18|audi|2013|A_37|
Q_37.71|policy|Q_37.71|2021-02-06|RI|696.07|92.84|231.76|5656161.0|rivian|2005|A_37|
Q_37.72|policy|Q_37.72|2021-07-14|ME|512.83|54.25|939.12|9362497.79|chevy|2008|A_37|
Q_37.73|policy|Q_37.73|2021-01-06|MN|794.94|95.35|233.36|1744761.72|canoo|1976|A_37|
Q_37.74|policy|Q_37.74|2021-12-16|IN|729.91|47.81|673.05|2796812.71|audi|2011|A_37|
Q_37.75|policy|Q_37.75|2022-04-12|ND|126.97|33.97|382.23|4271752.81|volvo|1994|A_37|
Q_37.76|policy|Q_37.76|2021-03-07|SD|961.22|18.08|404.23|1355672.07|canoo|1985|A_37|
Q_37.77|policy|Q_37.77|2021-02-09|MS|724.34|25.54|614.2|6775845.58|jeep|1995|A_37|
Q_37.78|policy|Q_37.78|2022-03-21|ND|839.92|21.04|500.68|1449436.74|jeep|1985|A_37|
Q_37.79|policy|Q_37.79|2021-04-21|LA|482.96|88.46|417.6|631522.56|canoo|1993|A_37|
Q_37.80|policy|Q_37.80|2021-10-25|UT|361.77|87.2|458.66|5177202.83|volvo|2017|A_37|
Q_37.81|policy|Q_37.81|2021-10-10|TN|467.07|36.46|723.99|4078411.33|canoo|2004|A_37|
Q_37.82|policy|Q_37.82|2021-12-20|MI|265.74|90.93|885.31|9453910.01|chevy|1970|A_37|
Q_37.83|policy|Q_37.83|2021-01-11|WI|761.63|25.59|174.53|3047889.85|audi|2003|A_37|
Q_37.84|policy|Q_37.84|2022-03-01|DE|240.69|68.51|556.73|7007345.22|chevy|1985|A_37|
Q_37.85|policy|Q_37.85|2021-11-10|WA|189.9|90.57|624.62|269125.62|canoo|2010|A_37|
Q_37.86|policy|Q_37.86|2021-12-22|PA|369.09|50.32|498.03|1477512.95|rivian|1978|A_37|
Q_37.87|policy|Q_37.87|2022-04-22|HI|660.81|46.6|906.12|5261641.79|audi|1977|A_37|
Q_37.88|policy|Q_37.88|2021-04-07|VT|886.56|42.42|357.7|3400219.59|audi|2006|A_37|
Q_37.89|policy|Q_37.89|2021-09-14|MA|322.04|60.96|453.22|9806481.0|jeep|1987|A_37|
Q_37.90|policy|Q_37.90|2021-04-30|TN|665.96|61.54|191.58|8626414.56|rivian|1982|A_37|
Q_37.91|policy|Q_37.91|2022-02-10|MI|626.45|39.51|220.3|5730436.99|porsche|1976|A_37|
Q_37.92|policy|Q_37.92|2021-07-11|SD|474.53|76.12|299.95|3976842.39|chevy|1991|A_37|
Q_37.93|policy|Q_37.93|2021-08-26|FL|576.16|43.28|558.59|934805.99|audi|2004|A_37|
Q_37.94|policy|Q_37.94|2021-03-24|KS|833.78|55.25|647.31|461317.78|jeep|1986|A_37|
Q_37.95|policy|Q_37.95|2021-03-12|NE|328.35|43.42|704.62|1050271.93|canoo|1987|A_37|
Q_37.96|policy|Q_37.96|2022-03-30|VA|940.39|41.12|223.79|7257032.21|rivian|2019|A_37|
Q_37.97|policy|Q_37.97|2021-04-27|OR|768.82|47.92|634.74|3320097.96|volvo|2019|A_37|
Q_37.98|policy|Q_37.98|2021-12-04|ND|359.21|16.26|579.19|6735995.59|jeep|2019|A_37|
Q_37.99|policy|Q_37.99|2021-02-10|OK|412.3|36.09|390.11|251222.4|chevy|2007|A_37|
Q_38.1|policy|Q_38.1|2021-01-13|OR|249.13|52.51|809.52|3852406.56|rivian|1980|A_38|
Q_38.2|policy|Q_38.2|2021-09-05|UT|907.79|31.36|306.24|4558193.08|chevy|1999|A_38|
Q_38.3|policy|Q_38.3|2022-03-06|MA|747.22|92.53|828.46|5046850.73|jeep|1987|A_38|
Q_38.4|policy|Q_38.4|2021-01-21|PA|850.72|62.09|700.91|8710073.04|chevy|1973|A_38|
Q_38.5|policy|Q_38.5|2021-06-02|ND|316.3|78.19|763.24|8153329.95|canoo|1982|A_38|
Q_38.6|policy|Q_38.6|2021-03-02|CO|664.11|99.83|459.83|1377160.2|canoo|1977|A_38|
Q_38.7|policy|Q_38.7|2021-03-18|NM|705.88|69.97|241.27|4051051.39|volvo|2002|A_38|
Q_38.8|policy|Q_38.8|2022-01-13|MD|936.67|72.91|191.32|1989479.59|canoo|1993|A_38|
Q_38.9|policy|Q_38.9|2021-01-18|MN|350.76|20.79|946.63|8904027.37|porsche|2001|A_38|
Q_38.10|policy|Q_38.10|2021-04-20|DC|994.96|32.33|421.26|6396098.41|chevy|1990|A_38|
Q_38.11|policy|Q_38.11|2022-03-07|NE|169.07|39.18|736.62|8214725.95|jeep|2020|A_38|
Q_38.12|policy|Q_38.12|2022-03-02|HI|301.63|12.81|508.73|2373844.99|porsche|2005|A_38|
Q_38.13|policy|Q_38.13|2022-02-18|ME|741.16|26.82|926.81|9313226.54|volvo|1990|A_38|
Q_38.14|policy|Q_38.14|2021-04-19|CO|819.84|88.54|606.53|9109637.52|jeep|1971|A_38|
Q_38.15|policy|Q_38.15|2021-02-13|VA|492.86|21.49|377.0|4284905.32|canoo|1996|A_38|
Q_38.16|policy|Q_38.16|2021-09-01|LA|914.78|21.99|857.03|6629858.7|audi|1972|A_38|
Q_38.17|policy|Q_38.17|2022-01-13|MO|840.95|37.97|950.4|2185359.65|porsche|1982|A_38|
Q_38.18|policy|Q_38.18|2021-09-17|PA|496.44|69.05|442.31|6730348.81|volvo|2007|A_38|
Q_38.19|policy|Q_38.19|2021-01-22|WA|843.49|55.86|828.15|5703541.87|canoo|2016|A_38|
Q_38.20|policy|Q_38.20|2022-01-16|KS|678.73|10.56|267.99|6732106.36|jeep|2000|A_38|
Q_38.21|policy|Q_38.21|2022-04-21|AL|740.13|38.42|563.4|7035840.62|audi|1979|A_38|
Q_38.22|policy|Q_38.22|2021-10-15|WI|606.09|36.22|710.93|3261231.3|canoo|1996|A_38|
Q_38.23|policy|Q_38.23|2021-03-05|KY|193.9|79.27|403.08|5549375.37|volvo|2017|A_38|
Q_38.24|policy|Q_38.24|2021-08-13|CA|233.46|93.72|634.59|3116261.81|volvo|1981|A_38|
Q_38.25|policy|Q_38.25|2022-04-30|WY|272.05|15.04|816.2|2844887.3|jeep|1985|A_38|
Q_38.26|policy|Q_38.26|2021-10-29|MN|965.85|36.22|446.03|1557344.47|rivian|2004|A_38|
Q_38.27|policy|Q_38.27|2021-10-23|VA|845.74|21.5|788.17|5480643.31|volvo|1975|A_38|
Q_38.28|policy|Q_38.28|2021-10-21|IA|869.2|65.61|849.7|9774426.69|ford|1997|A_38|
Q_38.29|policy|Q_38.29|2021-09-08|NC|581.12|10.72|859.83|6606290.24|chevy|1996|A_38|
Q_38.30|policy|Q_38.30|2021-05-15|NY|191.52|52.26|751.32|5120478.64|jeep|2006|A_38|
Q_38.31|policy|Q_38.31|2022-02-11|NJ|278.92|15.12|199.42|4817782.42|audi|2020|A_38|
Q_38.32|policy|Q_38.32|2021-02-02|AK|405.88|37.59|359.17|8984987.87|rivian|2012|A_38|
Q_38.33|policy|Q_38.33|2021-04-14|CA|647.22|10.06|997.6|255396.18|ford|2004|A_38|
Q_38.34|policy|Q_38.34|2021-01-03|IA|269.63|42.84|325.39|3502629.36|audi|1986|A_38|
Q_38.35|policy|Q_38.35|2021-04-04|OR|915.31|11.52|995.02|8426232.28|chevy|2009|A_38|
Q_38.36|policy|Q_38.36|2021-01-31|MD|772.18|66.14|181.84|507957.06|audi|2012|A_38|
Q_38.37|policy|Q_38.37|2021-02-23|NV|195.51|32.16|496.85|457814.74|volvo|2010|A_38|
Q_38.38|policy|Q_38.38|2022-04-24|NJ|859.22|52.08|414.83|5485113.07|rivian|1973|A_38|
Q_38.39|policy|Q_38.39|2022-01-03|GA|259.18|21.8|738.28|2630294.26|jeep|1973|A_38|
Q_38.40|policy|Q_38.40|2021-02-27|OH|694.34|65.86|573.29|9924297.67|jeep|1992|A_38|
Q_38.41|policy|Q_38.41|2021-09-11|VT|623.41|87.99|555.55|5676524.78|audi|2016|A_38|
Q_38.42|policy|Q_38.42|2022-01-24|ND|998.23|60.68|727.95|172620.74|canoo|1982|A_38|
Q_38.43|policy|Q_38.43|2021-11-21|ME|387.32|62.61|276.27|5325175.18|volvo|2017|A_38|
Q_38.44|policy|Q_38.44|2021-06-20|NH|481.92|94.02|152.65|7470049.79|rivian|1986|A_38|
Q_38.45|policy|Q_38.45|2022-03-10|MS|318.97|40.63|182.0|3199758.72|ford|2013|A_38|
Q_38.46|policy|Q_38.46|2021-06-09|ND|757.97|18.06|180.42|5441519.02|chevy|2020|A_38|
Q_38.47|policy|Q_38.47|2022-01-28|GA|553.85|76.05|611.1|1083748.24|jeep|2007|A_38|
Q_38.48|policy|Q_38.48|2021-08-10|MD|644.0|55.43|161.02|9860269.71|canoo|1983|A_38|
Q_38.49|policy|Q_38.49|2021-09-28|TN|743.18|58.83|708.81|2906842.51|porsche|1971|A_38|
Q_38.50|policy|Q_38.50|2021-04-04|OR|117.19|10.12|738.14|4618320.74|audi|1983|A_38|
Q_38.51|policy|Q_38.51|2021-03-08|IA|470.73|97.82|962.82|7653050.17|porsche|1995|A_38|
Q_38.52|policy|Q_38.52|2022-03-15|MI|556.7|84.1|212.5|8694849.15|chevy|1985|A_38|
Q_38.53|policy|Q_38.53|2022-04-27|TN|362.41|51.6|820.4|3017881.68|porsche|1979|A_38|
Q_38.54|policy|Q_38.54|2021-03-31|MA|393.06|90.74|752.96|8436804.48|canoo|1972|A_38|
Q_38.55|policy|Q_38.55|2021-04-10|MA|788.73|88.07|725.15|6485398.38|chevy|2003|A_38|
Q_38.56|policy|Q_38.56|2021-11-28|MA|608.25|84.73|832.02|9673534.91|ford|1997|A_38|
Q_38.57|policy|Q_38.57|2021-06-25|PA|373.53|73.68|676.05|7437345.57|audi|1980|A_38|
Q_38.58|policy|Q_38.58|2021-01-14|NY|639.35|51.04|337.32|4108342.08|audi|1984|A_38|
Q_38.59|policy|Q_38.59|2021-03-10|GA|303.21|79.4|108.66|4188153.77|rivian|2009|A_38|
Q_38.60|policy|Q_38.60|2021-06-12|CO|410.27|73.18|350.76|6103234.71|audi|1983|A_38|
Q_38.61|policy|Q_38.61|2021-05-02|LA|241.46|77.66|215.09|7160359.31|jeep|2001|A_38|
Q_38.62|policy|Q_38.62|2021-12-10|RI|871.04|14.72|659.64|730840.27|ford|1995|A_38|
Q_38.63|policy|Q_38.63|2021-04-20|CT|722.74|79.58|595.35|4537698.35|jeep|2011|A_38|
Q_38.64|policy|Q_38.64|2021-12-23|UT|857.47|30.15|345.43|1010550.24|porsche|1975|A_38|
Q_38.65|policy|Q_38.65|2021-06-17|WI|205.51|36.7|861.95|4599044.84|jeep|1993|A_38|
Q_38.66|policy|Q_38.66|2021-04-15|MD|113.99|41.3|672.67|2713762.67|canoo|2020|A_38|
Q_38.67|policy|Q_38.67|2021-11-30|MN|575.0|75.06|512.1|7796700.83|porsche|1995|A_38|
Q_38.68|policy|Q_38.68|2021-06-20|ID|183.4|53.51|874.21|7903254.52|porsche|2019|A_38|
Q_38.69|policy|Q_38.69|2021-11-20|CA|336.15|98.03|822.32|4325527.56|volvo|2006|A_38|
Q_38.70|policy|Q_38.70|2021-04-05|WI|783.82|87.62|801.44|5643975.07|canoo|2018|A_38|
Q_38.71|policy|Q_38.71|2022-03-10|VA|124.42|84.36|637.2|5293535.47|chevy|2013|A_38|
Q_38.72|policy|Q_38.72|2022-03-19|IL|682.72|55.15|273.84|5410450.32|porsche|1986|A_38|
Q_38.73|policy|Q_38.73|2021-09-10|WI|589.97|24.18|291.97|4914815.71|audi|2007|A_38|
Q_38.74|policy|Q_38.74|2022-01-21|MA|434.51|23.15|305.2|8061357.45|audi|2001|A_38|
Q_38.75|policy|Q_38.75|2021-12-28|OR|145.83|67.44|634.44|9466556.19|porsche|2008|A_38|
Q_38.76|policy|Q_38.76|2021-04-04|UT|418.61|85.09|786.85|4570773.46|canoo|1998|A_38|
Q_38.77|policy|Q_38.77|2021-03-19|NM|415.44|27.9|143.06|2210088.27|jeep|1973|A_38|
Q_38.78|policy|Q_38.78|2021-09-13|AK|282.45|12.38|713.37|9775510.43|volvo|2000|A_38|
Q_38.79|policy|Q_38.79|2022-02-08|TN|842.41|96.49|349.87|1769009.78|ford|2003|A_38|
Q_38.80|policy|Q_38.80|2022-04-23|GA|830.07|78.38|697.29|4909773.23|audi|2010|A_38|
Q_38.81|policy|Q_38.81|2021-11-07|NH|606.55|83.4|787.79|792514.7|volvo|1986|A_38|
Q_38.82|policy|Q_38.82|2021-09-12|MS|520.2|71.24|304.3|8445084.44|audi|2020|A_38|
Q_38.83|policy|Q_38.83|2021-07-27|MO|982.65|76.47|961.75|4307340.38|ford|1977|A_38|
Q_38.84|policy|Q_38.84|2021-10-18|NH|739.82|59.93|513.39|8678599.58|audi|1984|A_38|
Q_38.85|policy|Q_38.85|2021-12-31|NC|535.81|91.96|860.92|1856897.63|ford|1996|A_38|
Q_38.86|policy|Q_38.86|2021-08-02|NJ|668.68|47.18|683.03|4348451.16|jeep|1992|A_38|
Q_38.87|policy|Q_38.87|2021-04-13|ND|657.43|79.56|535.21|8818100.24|audi|2019|A_38|
Q_38.88|policy|Q_38.88|2022-03-25|ID|668.58|26.93|365.33|5153405.07|canoo|1988|A_38|
Q_38.89|policy|Q_38.89|2022-02-12|OH|994.05|99.42|308.81|9307211.7|porsche|2002|A_38|
Q_38.90|policy|Q_38.90|2021-01-12|IL|700.02|31.19|834.51|4790323.65|rivian|2021|A_38|
Q_38.91|policy|Q_38.91|2022-01-06|IL|990.76|53.63|286.37|8594826.92|volvo|2001|A_38|
Q_38.92|policy|Q_38.92|2021-02-04|IN|241.47|18.08|768.21|3076256.63|rivian|1985|A_38|
Q_38.93|policy|Q_38.93|2021-08-05|IN|796.83|97.2|197.95|2661276.01|ford|1986|A_38|
Q_38.94|policy|Q_38.94|2021-06-04|NC|891.32|27.63|732.99|7023285.12|ford|2012|A_38|
Q_38.95|policy|Q_38.95|2021-08-29|VA|396.07|27.93|305.36|950711.51|audi|1979|A_38|
Q_38.96|policy|Q_38.96|2022-03-07|KS|714.65|54.45|739.83|435820.01|ford|2015|A_38|
Q_38.97|policy|Q_38.97|2021-05-28|GA|665.16|30.08|230.66|1106230.98|rivian|1984|A_38|
Q_38.98|policy|Q_38.98|2021-11-10|DC|392.6|22.58|609.27|66050.45|audi|1983|A_38|
Q_38.99|policy|Q_38.99|2021-11-12|WY|902.36|89.09|841.13|2754779.8|chevy|1980|A_38|
Q_39.1|policy|Q_39.1|2022-01-08|FL|569.21|66.27|765.44|7503801.7|jeep|1983|A_39|
Q_39.2|policy|Q_39.2|2021-07-05|AK|334.3|38.22|450.65|6432293.57|porsche|1978|A_39|
Q_39.3|policy|Q_39.3|2021-07-11|MN|250.98|42.72|187.52|8741981.75|porsche|2004|A_39|
Q_39.4|policy|Q_39.4|2021-07-23|ND|786.74|48.0|419.9|5457018.83|ford|2003|A_39|
Q_39.5|policy|Q_39.5|2022-01-12|WY|607.97|71.56|431.07|1692836.51|chevy|2010|A_39|
Q_39.6|policy|Q_39.6|2021-12-20|WY|333.14|12.52|580.61|7828000.89|chevy|1985|A_39|
Q_39.7|policy|Q_39.7|2021-04-01|WV|252.76|75.46|921.18|4264262.6|ford|2012|A_39|
Q_39.8|policy|Q_39.8|2021-10-10|WV|206.59|25.02|740.78|5926012.95|jeep|1990|A_39|
Q_39.9|policy|Q_39.9|2021-09-06|WI|468.78|89.86|755.63|9173604.55|canoo|1971|A_39|
Q_39.10|policy|Q_39.10|2021-08-05|WV|409.36|29.37|279.58|7864742.9|volvo|2013|A_39|
Q_39.11|policy|Q_39.11|2021-03-19|IA|927.51|68.53|278.81|8326677.09|canoo|1985|A_39|
Q_39.12|policy|Q_39.12|2021-10-13|IN|893.23|79.32|312.46|2799682.68|canoo|1982|A_39|
Q_39.13|policy|Q_39.13|2021-03-10|GA|373.1|13.01|739.84|114260.83|audi|1971|A_39|
Q_39.14|policy|Q_39.14|2021-06-14|AL|811.03|50.76|107.46|7229515.41|rivian|2005|A_39|
Q_39.15|policy|Q_39.15|2022-03-15|VT|222.58|27.59|825.02|9483720.8|chevy|1975|A_39|
Q_39.16|policy|Q_39.16|2021-01-03|MA|355.64|68.58|242.91|396476.91|audi|1982|A_39|
Q_39.17|policy|Q_39.17|2021-03-13|MO|135.54|98.06|465.9|8138733.37|rivian|2012|A_39|
Q_39.18|policy|Q_39.18|2021-06-11|HI|413.55|87.61|718.45|4937865.68|canoo|2013|A_39|
Q_39.19|policy|Q_39.19|2021-06-03|NV|329.05|40.63|334.1|9751871.96|chevy|2005|A_39|
Q_39.20|policy|Q_39.20|2022-01-18|CO|422.16|61.13|884.83|3542661.47|canoo|1984|A_39|
Q_39.21|policy|Q_39.21|2021-01-24|OR|494.47|76.38|888.7|235130.62|volvo|1980|A_39|
Q_39.22|policy|Q_39.22|2022-03-07|AL|332.37|27.53|104.97|7826103.72|volvo|1984|A_39|
Q_39.23|policy|Q_39.23|2021-01-08|DC|311.63|96.44|233.34|4579490.32|volvo|1992|A_39|
Q_39.24|policy|Q_39.24|2021-09-23|MD|614.98|58.64|757.82|236543.09|canoo|1995|A_39|
Q_39.25|policy|Q_39.25|2021-01-23|AK|935.87|77.78|340.22|5551398.97|canoo|2021|A_39|
Q_39.26|policy|Q_39.26|2021-08-24|UT|880.79|36.45|320.84|5318257.09|chevy|2008|A_39|
Q_39.27|policy|Q_39.27|2021-05-18|OH|151.66|57.57|148.49|4011692.01|ford|1972|A_39|
Q_39.28|policy|Q_39.28|2022-04-16|RI|637.07|32.98|363.68|3436013.94|audi|1985|A_39|
Q_39.29|policy|Q_39.29|2021-04-08|KS|247.83|39.33|939.06|1502542.03|rivian|2005|A_39|
Q_39.30|policy|Q_39.30|2021-10-14|PA|597.38|64.19|433.99|5642513.12|porsche|2021|A_39|
Q_39.31|policy|Q_39.31|2021-05-29|VA|990.37|46.78|746.69|2463855.91|ford|2018|A_39|
Q_39.32|policy|Q_39.32|2022-01-24|NV|152.96|55.85|860.12|3118125.72|audi|2005|A_39|
Q_39.33|policy|Q_39.33|2021-08-21|NJ|793.38|51.53|580.44|6657339.97|ford|1997|A_39|
Q_39.34|policy|Q_39.34|2022-04-29|CA|470.42|75.59|472.5|7130049.75|porsche|1996|A_39|
Q_39.35|policy|Q_39.35|2021-05-20|NC|399.87|13.78|506.45|8386997.79|ford|2012|A_39|
Q_39.36|policy|Q_39.36|2021-06-19|DE|427.39|80.17|322.12|293877.67|ford|2014|A_39|
Q_39.37|policy|Q_39.37|2021-01-05|AR|818.51|88.19|531.31|3911781.92|chevy|2017|A_39|
Q_39.38|policy|Q_39.38|2021-03-29|LA|164.49|28.7|753.55|1102541.41|porsche|2002|A_39|
Q_39.39|policy|Q_39.39|2022-03-17|NH|659.1|62.23|904.92|3310602.05|ford|1985|A_39|
Q_39.40|policy|Q_39.40|2021-05-12|IL|198.93|39.11|520.49|2902000.74|jeep|2000|A_39|
Q_39.41|policy|Q_39.41|2021-11-23|VA|215.7|87.92|825.69|3692129.82|volvo|1985|A_39|
Q_39.42|policy|Q_39.42|2022-03-25|TX|142.89|57.6|835.1|1584813.23|porsche|2011|A_39|
Q_39.43|policy|Q_39.43|2021-12-12|FL|889.31|11.83|260.05|5867090.46|ford|1971|A_39|
Q_39.44|policy|Q_39.44|2021-04-07|ID|465.71|97.06|319.1|6085347.44|rivian|1988|A_39|
Q_39.45|policy|Q_39.45|2021-03-14|AL|178.02|29.66|123.38|7431209.32|volvo|1972|A_39|
Q_39.46|policy|Q_39.46|2022-01-26|CO|781.2|69.61|327.77|6937801.57|ford|2020|A_39|
Q_39.47|policy|Q_39.47|2021-08-31|ND|479.23|50.7|381.68|3423878.35|ford|1972|A_39|
Q_39.48|policy|Q_39.48|2022-04-06|KY|269.8|59.59|867.42|4443176.28|rivian|1992|A_39|
Q_39.49|policy|Q_39.49|2022-03-18|PA|144.99|50.9|263.97|1559755.49|ford|1990|A_39|
Q_39.50|policy|Q_39.50|2022-01-05|NM|596.52|54.03|571.84|2519778.59|audi|1982|A_39|
Q_39.51|policy|Q_39.51|2021-10-16|MD|622.99|79.96|469.27|2969102.74|jeep|2016|A_39|
Q_39.52|policy|Q_39.52|2021-10-21|MT|691.5|62.23|651.61|1245275.19|jeep|2004|A_39|
Q_39.53|policy|Q_39.53|2022-01-23|VT|911.97|74.38|233.2|2595831.6|chevy|1984|A_39|
Q_39.54|policy|Q_39.54|2021-06-04|SD|322.52|91.82|357.33|1811531.3|ford|2007|A_39|
Q_39.55|policy|Q_39.55|2021-08-20|CT|455.62|61.47|888.13|3209069.68|rivian|1982|A_39|
Q_39.56|policy|Q_39.56|2021-02-08|AZ|903.76|42.64|615.04|9365406.52|jeep|2019|A_39|
Q_39.57|policy|Q_39.57|2021-01-18|TN|905.34|69.44|615.72|8339905.06|ford|2007|A_39|
Q_39.58|policy|Q_39.58|2021-08-02|MT|834.78|94.15|196.38|7001885.12|jeep|1980|A_39|
Q_39.59|policy|Q_39.59|2021-09-17|NV|641.66|44.28|395.59|4581510.37|chevy|2007|A_39|
Q_39.60|policy|Q_39.60|2021-04-08|IL|909.21|16.04|866.11|5499010.61|volvo|1989|A_39|
Q_39.61|policy|Q_39.61|2021-10-27|CA|807.05|40.6|841.72|8226954.71|porsche|1998|A_39|
Q_39.62|policy|Q_39.62|2021-01-18|CO|464.46|19.77|371.01|3406273.43|porsche|2010|A_39|
Q_39.63|policy|Q_39.63|2021-09-26|AK|401.06|10.76|153.59|1073071.33|porsche|1997|A_39|
Q_39.64|policy|Q_39.64|2021-06-02|OH|813.6|32.19|915.02|7119354.63|porsche|1977|A_39|
Q_39.65|policy|Q_39.65|2021-02-06|AR|287.51|99.29|285.84|5791665.5|rivian|1983|A_39|
Q_39.66|policy|Q_39.66|2021-04-04|WY|320.62|25.57|441.42|936322.22|jeep|1974|A_39|
Q_39.67|policy|Q_39.67|2021-12-10|TX|934.88|56.33|491.96|2964118.62|audi|1981|A_39|
Q_39.68|policy|Q_39.68|2021-01-16|KY|221.24|40.0|889.7|9686941.61|canoo|2015|A_39|
Q_39.69|policy|Q_39.69|2022-01-15|KS|604.4|30.7|223.67|5702811.9|audi|1998|A_39|
Q_39.70|policy|Q_39.70|2021-10-28|OH|189.7|27.87|158.13|9937621.47|porsche|1974|A_39|
Q_39.71|policy|Q_39.71|2021-01-11|PA|256.44|10.13|760.13|9897734.92|porsche|1995|A_39|
Q_39.72|policy|Q_39.72|2022-02-15|MD|411.59|78.1|119.78|3812013.65|jeep|2021|A_39|
Q_39.73|policy|Q_39.73|2021-05-20|VA|255.5|49.15|942.66|2406962.39|ford|2011|A_39|
Q_39.74|policy|Q_39.74|2022-03-23|IA|244.96|52.47|587.36|9153579.64|volvo|1981|A_39|
Q_39.75|policy|Q_39.75|2021-05-26|VA|297.18|59.84|243.67|6705058.55|porsche|2014|A_39|
Q_39.76|policy|Q_39.76|2021-11-19|MA|168.66|30.14|114.23|2679706.19|canoo|2001|A_39|
Q_39.77|policy|Q_39.77|2021-05-18|GA|746.1|31.53|964.06|7572232.79|porsche|1983|A_39|
Q_39.78|policy|Q_39.78|2022-01-06|DC|409.41|37.76|158.96|5466331.7|audi|1970|A_39|
Q_39.79|policy|Q_39.79|2021-07-05|IL|534.82|72.12|942.15|8776908.79|volvo|1991|A_39|
Q_39.80|policy|Q_39.80|2021-05-30|GA|904.2|18.79|775.33|1775855.55|volvo|1994|A_39|
Q_39.81|policy|Q_39.81|2021-05-08|ME|427.08|82.35|598.24|8802663.39|chevy|1999|A_39|
Q_39.82|policy|Q_39.82|2022-04-26|MD|821.11|44.61|272.16|8273067.91|rivian|1973|A_39|
Q_39.83|policy|Q_39.83|2021-09-08|NC|825.49|17.06|184.11|3455369.89|jeep|2021|A_39|
Q_39.84|policy|Q_39.84|2021-04-22|MO|914.71|14.37|495.26|8498735.07|audi|2006|A_39|
Q_39.85|policy|Q_39.85|2021-01-04|MO|551.72|48.41|390.03|835815.53|chevy|1989|A_39|
Q_39.86|policy|Q_39.86|2022-04-25|IL|956.64|55.23|351.2|5896300.47|audi|1974|A_39|
Q_39.87|policy|Q_39.87|2021-07-01|IN|193.01|42.65|186.63|7567111.97|jeep|1981|A_39|
Q_39.88|policy|Q_39.88|2022-04-18|AZ|306.22|73.42|558.64|557195.99|jeep|1989|A_39|
Q_39.89|policy|Q_39.89|2021-03-20|OH|968.58|24.15|450.58|8069763.02|rivian|1999|A_39|
Q_39.90|policy|Q_39.90|2021-05-20|OH|215.37|84.95|431.95|8877841.84|porsche|2015|A_39|
Q_39.91|policy|Q_39.91|2022-04-21|SD|162.41|37.28|549.01|8756544.36|porsche|1983|A_39|
Q_39.92|policy|Q_39.92|2022-01-24|VA|786.77|38.4|894.91|8006804.49|chevy|2011|A_39|
Q_39.93|policy|Q_39.93|2021-06-01|ND|852.98|96.61|156.53|9645974.19|ford|1995|A_39|
Q_39.94|policy|Q_39.94|2021-02-19|CO|157.61|28.14|679.28|2149039.2|jeep|1984|A_39|
